,label,comment
2091,,just watching this makes me feel like i m in a dream 
2092,,want an easy way to make money by just copying a link then click on the link and follow the instructions you won t regret it  this really http   coiniz com  refer     
2093,,i wonder what happened with all does printers         
2094,,you guys are gay  suck ass  and what a waste of paper
2095,,one day you ll grow up  look back on this comment  and realize the idiocy of this comment  don t worry kid  i understand your prepubescent mental state  i was there once 
2096,,it s amazing the waste of paper  the earth thanks you
2097,,why in the world are these people giving away for free these spiral mandala earrings  i ll drop the direct link here https   thecoolelement com lotus earrings utm source youtube utm medium video comment utm campaign spiral earrings utm content m video post
2098,,reminds me of the     s  
2099,,how many people love   ok go   
2100,,niggerfaggot music in the music haha
2101,,     mindblown
2102,,what s with their obsession with paper      good song tho  
2103,,this is so trippy 
2104,,i don t really care for their music  but i m always blown away by their videos 
2105,,     how dare you waste that one piece of paper
2106,,i just got an papercut thanks alot 
2107,,this video is retarded 
2108,,it s slowed down  no  they sped up the footage 
2109,,we are living in the last days   jesus christ   will return soon for his bride   church    thess           by catching up in the clouds    we need to wake up    accept forgiveness of our sins through jesus  agonizing death on the cross  he paid the price of our sins freely out of his deep love   for us  mankind   is turning from the lord god in blatant disobedience calling   evil good and  good evil   we are under his judgment  he is a loving father  but also a righteous judge  let s repent before it s too late  we do not want to be left behind  cry out to jesus today   ask him to be lord over your lives then turn from sin  if left behind  please seek jesus as your savior for the great tribulation  which will be unfathomable  will begin after the rapture  warning   do not take the mark of the beast  perhaps the rfid chip or bar code  in righthand or forehead required to buy or sell  for those who take it cannot be saved   bible references     john           eph         i thes           zech         rev       rev             https   www ucg org bible study tools booklets heaven and hell what does the bible really teach will a loving god punish
2110,,happy holidays      https   youtu be gdfaynipwic
2111,,dunder mifflin be making bank cus of this video
2112,,what s he sign at       i could look at a chart and go frame by frame but someone could probably do it better and faster than me
2113,,wondering this  too     is it just  obsession  
2114,,this ll put dunder mifflin out of business
2115,,http   jobismust com  refcode      
2116,,if you have not heard of these guys before check out some of their other stuff  they always come up with some really artistic videos 
2117,,their videos are always so interesting  but lately they all turn out to be commercials   it s a bit off putting frankly 
2118,,poor trees
2119,,                              of trees died on this video
2120,,great video but the singing and lyrics could use some work
2121,,and i thought their previous music video was the best   boy was i sorely mistaken
2122,,does anyone else hate their music but love their videos
2123,,brought to you by the michael scott paper company
2124,,the visual production is original  but their music  not good 
2125,,sorry guys  but the video is not gonna save your shitty song 
2126,,y all crazy passionate people
2127,,dang how much paper and ink did they use   
2128,,http   yesyesjob com  refer     
2129,,this needs more cowbell
2130,,what a waste 
2131,,the only music videos i get excited about are ok go s  they re always just so amazing   even when they re pretty much ads for things   like smooth paper  xd
2132,,its funny they talk about all the paper being recycled when anybody who actually cares knows that its the ink cartridges that fuck up the environment
2133,,wow  great work to everyone that put so much time into this 
2134,,this can not be real o  masterpiece
2135,,meanwhile i can t even get my   page homework assignment to print
2136,,i mean  it was cool  but less cool because they just used stopped animation to make it  it s not a video  but   this was also just an ad    for paper    
2137,,ah  the gods of youtube are at it again
2138,,am i the only one who actually used to watch them      
2139,,everybody that clicked knew that this video was gonna be like a rube goldberg machine made out of nanobots or something
2140,,the reason why dundermifflin is going out of business smh
2141,,gay
2142,,dis sux
2143,,i love ok go so much    my dad got me into them with the treadmill video near the time it came out  and i ve been hooked ever since  they deserve so much fame   
2144,,real time  staring my face on paper  prints slllllllllllowwwwwwwwwwwwwwwwwwwlllllllllllyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyy im numb to bordness  staring at an eletronic printer  im thinking this paper is so  smooooooooottttttttttttthhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh  staring at paper cut your starin to long    but director no
2145,,     there s just something so satisfying about this shot   
2146,,this is cool wtf  i was only trying to see if mic drop was still trending but i m watching this lol 
2147,,thanks dunder mifflin 
2148,,waste of fucking paper 
2149,,dont question the paper  question the printer ink  that must have been a fortune
2150,,n
2151,,why are there so many scammers in this comment section 
2152,,it s a popular video and that s what their algorithms search for   most of them are bots 
2153,,incredible
2154,,garbage
2155,,first one that i didn t like  had to happen sometime   but i still look forward to their next one   
2156,,when i saw the intro i thought  oh man it s another one of those corny music videos with some trick behind it  then i relized it was an ok go song  phew 
2157,, i wonder how long this took to film holy shit 
2158,,http   jobismust com  refcode      
2159,,good grief   maybe they should concentrate on creating something worth listening to instead of creating a completely gimmicky video to distract from the crappy song    every  single time 
2160,,  
2161,,     you re killing trees u bastards      oh my bad
2162,,          
2163,,yass i m so glad y all are back     
2164,,download free  http   cutwi in hag 
2165,,http   cutwi in hag 
2166,,haha i knew subscribing to this channel would pay off
2167,,just when i thought there was no way to top the anti gravity you pulled off another amazing video  i just can t imagine how much planning and work went into this  hopefully there will be a behind the scenes video  amazing and awesome job  thank you 
2168,,forget the paper  what did you do with all the printers 
2169,,everyone please check out my prank it s hilarious i would appreciate the support    https   youtu be f xtwajr la
2170,,this is why i m obsessed with these bois 
2171,,ocean  b  
2172,, paper 
2173,,they better pick up those papers after the video    
2174,,gd singh read the begging   
2175,,http   jobzipo com  refer      
2176,,https   www youtube com watch v guk  hx c k t  s
2177,,ok go always making music video masterpieces   and songs 
2178,,thank god they did this song  this is my favorite song on the album
2179,,compression hates this video
2180,,bravo 
2181,,now we know what music sounds like when its    inspiration and      production
2182,,mrkyburzy i guess i just have a different perspective  i think they have a great quality of music  i ve seen them live and they have a lot of heart and put energy into their songs  i get what you re saying and i can see how you would think that way though 
2183,,i have never been more tripped out by a video in my life
2184,,lunarhdfree blogspot com
2185,,seizure warning 
2186,,seizure warning 
2187,,nice 
2188,,  made possible by trees  
2189,,band   we can t come up with a band name  what should we choose    director   video starting soon folks    band   quick  choose a name    director   starting in             ok  go     band   eureka  
2190,,great homage for the   th  i mean   st  anniversary of peter gabriel s sledgehammer  this was an homage  right 
2191,,hope u use all of there paper for something good rip      wood  but good song
2192,,ok go s music videos are unbeatable
2193,,you forgot michael jackson lol
2194,,and yet again we have ok go proving that they are the gods of music videos  and that everyone else is a bunch of unoriginal hacks  no but seriously this was awesome  which is expected  awesome job guys 
2195,,i was just wondering when there would be a new okgo video   you keep outdoing yourselves 
2196,,i liked the part with the paper 
2197,,peter gabriel vibes
2198,,they shoulda gotten the paper from dunder mifflin   
2199,,adesh bhullar no just no
2200,,at least the paper is blank  so it can be reused 
2201,,fuck  i wrote this at   sec in
2202,,oh my gosh      never seen something quite as amazing as that
2203,, that was easy 
2204,,https   www facebook com tabula paper productions                  
2205,,still gay in      
2206,,reminds meof that oldpeter gabriel video 
2207,,https   youtu be uz oyrnpuqa black friday        usa
2208,,another jaw dropping video by ok go  love these brilliant guys and the creative people behind the scenes 
2209,,https   youtu be uz oyrnpuqa
2210,,     i choked on noodle at this part
2211,,https   youtu be uz oyrnpuqa
2212,,you guys committed what is essentially an equivalent of a holocaust on trees just to do this music video 
2213,,http   bestcashjob com  refer       click this link for fast easy money      
2214,,https   www youtube com channel uczhopfntubtogpwx dj utq
2215,,when everyone like gay  hate gay just to be diff
2216,,this song sucks ass
2217,,just when i was thought they can never topped their previous music videos  i kept getting proven wrong 
2218,,sounds and looks gay
2219,,                                                              
2220,,they never fail with their music videos 
2221,,i spend a lot of time printing shit out for my job  and i have so much anxiety just imagining the kind of planning it took to make this video  like jesus christ  i m triggered  whoever curated these prints deserves some goddamn respect 
2222,,what the        fudge
2223,,ahhhhhhhh i love it   ok go is back   and making amazing  elaborate  conceptually beautiful  videos
2224,,my eye is itchy from watching this   nice video
2225,,im trying to watching this and actually enjoy the video without thinking about how much time it took them to make this
2226,,another brilliant video  and good song too   
2227,,they aren t even a band anymore  they re just cool music videos now 
2228,,fodaaaaaaaaaaaaaaaaaaaa
2229,,dunder mifflin  the people person s paper people     
2230,,dunder mifflin or nothing guys geeze
2231,,terrible
2232,,ruff ruff   translation  please sub to me for my cuteness      
2233,,this video was sloppy and unimpressive  the song is also awkward and sucks  bah humbug 
2234,,well theres a wast of paper
2235,,awesome stuff  glad to hear it was all recycled  what a work of art though   www amazon com author jnmorgan
2236,,shit this is insane
2237,,that was the best music video i have ever seen
2238,,yes my boys are back
2239,,i mean the song is crappy but the video is nice
2240,,i first discovered ok go by way of their treadmill  rube goldberg machine  and marching band videos about   or   years ago  and i can say with certainty that they ve only gotten better and more creative since then 
2241,,disperdiced paper
2242,,that s amazing  i recently heard that they also have a music band 
2243,,carai que merda em
2244,,i got here from the trending list since bts mic drop is    right now 
2245,,who knew printers could make such a good music video 
2246,,i feel sorry for the people who had to clean up
2247,,so strange  i was just now hoping for an ok go vid   found this trending  nice 
2248,,o yeah  third on trending 
2249,,what a waste of paper 
2250,,these guys should be way more popular
2251,,who else was at an ok go concert just a few weeks ago 
2252,,they always come up with the coolest music videos
2253,,these guys sure know how to make iconic videos even if i m not a huge fan of their music
2254,, that cowbell though    
2255,,this is why ink prices are so high     jerks  p
2256,,never been a fan of them  at least they actually play instruments    but they never disappoint with the videos   
2257,,knew this was a waste of data  
2258,,well that sucked 
2259,,well  in their defence  the trees were already dead 
2260,,don t read my youtube name       
2261,,don t read my youtube name 
2262,,don t read my youtube name
2263,,be sure to drink your ovaltine
2264,,wow      
2265,,         
2266,,omg that inc must have took in a lot jesus were are you also it would be cool if you were on asid
2267,,come on  not one  black toner running low  message ruining the whole thing  hard to believe     full prints and youre already running low 
2268,,so  they re running out of ideas 
2269,,in all honesty  even though this band is really talented  their videos are probably half of the reason why they re so popular 
2270,,     office workers gave dislike
2271,,i m confused what is trending now at days     looks  omfg bts      looks down   clicks  wat    is        this
2272,,people in north korea who operate color boards for background pictures in the ceremony will loose their jobs    xd
2273,,ok stop
2274,,now add creativity   yuck this is high school level 
2275,,i feel like their music videos are more memorible than their music
2276,,amazing as always 
2277,,cool video shitty music
2278,,the thing that grabbed my attention is the printers 
2279,,welcome back with a bang 
2280,,please do a video on how you combined and controlled all the printers  i can barely get mine to use color or even print half of the time
2281,,wtf is this  it looks cool but the song sucks  way too repetitive 
2282,,my head hurts  i feel dizzy and my stomach is upset bit it was a great idea and great video
2283,,every time paper came out of the printers it broke my heart
2284,,                             
2285,,wow  really  just took it to a whole another level  great job
2286,,   on trending
2287,,no thanks
2288,,i clicked http   dollarstrue com  refer         
2289,,new curry shoes on my channel  
2290,,this video was cool   i never heard of these guys until they started trending today  very amazed at what they did with paper even shared the video  lol
2291,,good god  how much money did they spend in printer ink by the end of this  my wallet is bleeding   bleeding  
2292,,bleeding   ink  perhaps 
2293,,http   cashtolife com  invite     
2294,,i ve literally listened to this song     times  i think i m obsessed 
2295,,i don t like them or the video
2296,,i see ok go and i click   i have yet to be disappointed 
2297,,they make amazing videos that i think are amazing and should be shared around the world         
2298,,they always have the best videos  
2299,,people will do anything to be  different  these days  too many gimmicks in hollywood  it s just too much because everyone does weird stuff like this for attention  like madonna and gaga and beyonce and one direction and beiber fever  everyone needs a cool name with a gimmick  edit  however  ok go does it the best     props to you 
2300,,now this is how you do product placement
2301,,the one and only ad that actually is on trending on youtube  wow
2302,,alto man zane not an ad  the video was sponsored by the paper company because paper is expensive 
2303,,maybe spend less time on your videos and more time on quality music 
2304,,you guys have no limits in awesomeness  
2305,,terrible song but great video 
2306,,                              
2307,,that s a lot of trees    
2308,,fire     
2309,,these videos are always awe  inspiring
2310,,the most shocking thing they could do would be to make a good song
2311,,wtf is this and why is it on the trending page  
2312,,welcome to the world of ok go
2313,,are we sure this isn t wang chung s  everybody have fun tonight  
2314,,worst song in a long time  also not really a great video as far as this band goes 
2315,,i m glad you recycled it  but why would you give any money to greenpeace 
2316,,       
2317,,     me  wow  what a huge fucking waste of paper       me  did i just get rekt by ok go 
2318,,i prefer bts    im sorry 
2319,,what a waste of paper   cool vid though  still a fan 
2320,,i m getting a coldplay vibes for some reason
2321,,  minuets wasted watching paper being printed in differn t colors
2322,,many things only exist for entertainment and have no other value besides that  whether they are meaningless or not is up to the viewer to interpret  in my opinion  though you don t have to care  this was pretty amazing 
2323,,omg
2324,,hey guys hope you all are having an amazing day  if you re ever feeling down and need some positivity and encouragement give my channel and look i have some uplifting videos on there  enjoy    
2325,,their music videos are always so unique 
2326,,great effort  
2327,,props to the it guys setting up all those printers  y all the real mvp
2328,,so creative as always  well done  
2329,,how do they keep doing it they must be stopped
2330,,when kathy lee and hoda introduce you to your new  obsession         i m sorry
2331,,super corny  but i love it  
2332,,wtf this is sponsored   k this is how real sponsorship should be like
2333,,um  needs more cowbell 
2334,,oh god i m having a seizzzuurururureeeurrrureueieerr
2335,,subscribe and i will do    push ups per subscriber
2336,,trying this out  you can earn up to the minimum of      a week  first if you don t have paypal get one and register  easiest way in my opinion   secondly all you have to do is share the shit out of your link on almost any social media platforms  fb  twitter  youtube anything you can comment on do it  just click on my link and check it out for yourself  start grinding  billions of people are on the internet    people clicking on your link for    per click  do the math   http   youthjobz com  refer      
2337,,they never fail me  been watching them for almost   years now 
2338,,i ve waited   years for this and it was totally worth the wait
2339,,wow that was awesome 
2340,,creativity still exist
2341,,http   jobismust com  refcode      
2342,,wow estan en tendencia      no se quienes son  
2343,,wow estan en tendencia      no se quienes son  
2344,,congratulations on successfully marketing paper at me  decent song  cool concept  i want more 
2345,,do you wanna play a fun game where you can play with millions of people and build with creativity  play this game  https   www roblox com my groups aspx gid         rbxp         
2346,,u must need a lot of patients for that
2347,,omg that s so cool and i wouldve never thought of that   
2348,,another masterpiece 
2349,,would ve been better if it was dunder mifflin paper
2350,,http   salarydaily com  cash       
2351,,this videos soooooooo stupid
2352,,amazing   like always  
2353,,hahaha so hd you broke youtube  you guys are the best  i can t wait to see the behind the scenes of this one 
2354,,another great video  boys 
2355,,comassiiiiiimmmm
2356,,sponsored by dunder mifflin
2357,,always amazed by the quality of each music video they put out  every song though is totally forgettable 
2358,,god i wonder how much paper they used in this video 
2359,,    papers  read the beginning
2360,,just when you think they should have run out of ideas  they do it again  great work 
2361,,hey guys  ummm i got this final paper due and my printers out of ink    umm is there any chance   you could print it for me 
2362,,gay as fuck
2363,,they skipped trending   
2364,,they had to buy so much coloured ink
2365,,click here now   http   coiniz com  refer     
2366,,     fake  i see the strings  ps wtf is the printer that made that vibrant color   was the color printed on the paper  or was it colored paper 
2367,,kenalpha  yes  i see them too  but those are the ones attached to the harness supporting him as he does the flying bit  i don t think anyone thought he was actually flying and i think the important part  the printers  are real 
2368,,sponsored by hp
2369,,you guys can never top dunder mifflin paper brand    
2370,,anytim ok go makes a music video i m here
2371,,yes  they made it on trending 
2372,,here is a legit way to make money not a scam no lies http   jobreo com  refcode      
2373,,http   jobzipo com  refer      
2374,,my god    i personally am not too big of a fan of the music style  but i always watch every single ok go music video just because of how out there they are  zero g  they got a music video of it  slow mo instant  their your guys  printers playing the video  you ve got it  boring old singing on some train tracks  yeah right  go find a different musical artist for those conundrums 
2375,,wuuuuuuuuuuuuuuuuuuuut xd
2376,,https   www gofundme com preparar ensalada dia de campo
2377,,am i the only person that s worried for the tress
2378,,okgo never fails to impress on their music videos  spectacular job once again   
2379,,want to win      click the link below  http   coinrizo com  ref     
2380,,yess it s trending  you guys deserve it 
2381,,                                               
2382,,                                                
2383,,http   youthjobz com  refer      
2384,,i wonder how they manage to find time to think about the music part of their videos
2385,,the visuals cant hide the fact the song is garbage  nor thats its a fucking commercial 
2386,,pure geniuses
2387,,wasn t their last music video an advertisement also  i ve loved these guys for years because of their music style and creative vision but if you only make stuff when you re guaranteed a check from a corporation other than your record label sales then that s kind of disingenuous  real  true artists make their creations whether it s paid or not  but now these guys only put out music when it s a guaranteed corporate deal 
2388,,after the initial shock and awe of the effort put into this all i can think about now is  how many paper cuts did they get while making this  
2389,,i hope they recycled all that paper   
2390,,a decent song would have helped
2391,,ok go never fails to keep me satisfied 
2392,,senseless non artistic  modern art  garbage 
2393,,how u define recycle
2394,,how can peoples dislike this masterpiece     seriously how
2395,,why do record labels let whites do creative videos like this   but blacks have to wave guns in impoverished neighborhoods with skanks everywhere  fucked up
2396,,there should be more piles of paper on the floor   
2397,,http   myfixearning com  refer      
2398,,              
2399,,rocking  https   youtu be wkiq ka zyc
2400,,they could have done it using green paper and going over it digitally like a traditional green screen  but nope  they gotta be extra
2401,,poor papers
2402,,good but so many papers  
2403,,https   soundcloud com paradox        deka trailer park boyz
2404,,check out yurlosn https   youtu be vidf vjlpzc
2405,, well that s one way to advertise paper    
2406,,you guys need to chill the fuck out
2407,,how many dead trees 
2408,,                                    
2409,,aaaaah  you guys crazy as always    great music video  and thanks to double a  thumb up   
2410,,michael scott would love this
2411,,read the beginning if you didnt it s important
2412,,i bet they recycle the ink cartridge  too 
2413,,i do not envy the guy would has clean up all that paper  
2414,,this is so dumb and a waste of paper  the video was cool but for what  the song totally blows  great job guys  you just killed a thousand trees in an ttempt to go viral with your shity music  god  i m so irritated 
2415,,jeremy benninghoven read the beginning lazy ass
2416,,  paper is life  
2417,,ok go
2418,,a   minute ad for printer paper never sounded or looked so good
2419,,the idea could have been cool but the clip looks like shit
2420,, paper 
2421,,if you re scrolling down but didn t read the beginning read it now
2422,,because it shows why they used a bunch of paper
2423,,                                           
2424,,pllayer                               
2425,,cmn people  you can do better  not all of you are so stupid to think this is for real   you are one big tv eaters  they can serve you anything and tell you it isn t  get real  use your head for thinking   if you are really interested in paper shows  look at dprc shows they stage in their halls and sqares
2426,,   hp printers on sale  pick one up today     could have done this with basic cgi  what s the point of doing stop frame printer paper  not believable     ok go set up to make deal with hp with sell out corporate product song    video sucks  ruins many songs    have a good day 
2427,,i low key just cheated on my girlfriend with this in the background  didn t use a condom with the chick i cheated with 
2428,,reminds me of petshop boys for some reason
2429,, i m watching this to calm myself after the mic drop remix 
2430,,they need to make a flying skateboards not this shit
2431,,some of this must be animated
2432,,this song made me want to cheat on my girlfriend  so i just cheated on her with this playing in the background 
2433,,i never felt so weirded out until i saw this video   
2434,,i hope kurt eichenwald watches this   drops dead   
2435,,the song is complete shit but the printers are nice
2436,,                     
2437,,                                                                                                                                                                                                                                                                                                                                           is my reaction
2438,,i remember listening to their song a long ass time ago you re so damn hot song
2439,,                   
2440,, dude perfect  fathers
2441,,we broke the matrix  no  you top notch people don t know how to make a video for youtube  ask your nephews 
2442,,youve fucking done it again geniuses
2443,,oh look its trash 
2444,,tell it to china and india
2445,,that s a lot of paper thank god there recycling it
2446,,i think this song is going to be very well received by the deaf community
2447,,i m always inspired to be creative with my videos by these guys  but i can accept i ll never reach this level  damn that blows my mind   of course  the song is great too 
2448,,amazing
2449,,  what a waste rip   its cool tho
2450,,omg   
2451,,                       
2452,,someone else who think that is computer graphic  or i m the only one who so paranoid 
2453,,this video isn t an ad  it s sponsored  because it s expensive as all hell to do this stuff  and they shouldn t have to sell their houses to make cool videos 
2454,,wow
2455,,so know is gonna talk about the spirit bomb they just threw
2456,,                       
2457,,i hope that is dunder mifflin inc  paper  
2458,,jonathan henjum who got the sale jim or dwight
2459,, 
2460,,           
2461,,i m obsessed with this 
2462,,but why
2463,,https   youtu be   isrit czg it s lit      
2464,,that was awesome  as all your vids are 
2465,,no trees were cut down in the making of this clip              
2466,,does anyone else think this video is michael scott s idea 
2467,,every even number liker gets           dollars  every odd liker gets           subscribers 
2468,,imagine the amount of programming this  took
2469,,how
2470,,the proceeds to greenpeace  lolololol
2471,,ok go  never failing to impress 
2472,,wrote a rap for my dad who passed away recently and its up on my channel  this thanksgiving was the first one without him   please feel free to check it out if you or someone you know is going through the same thing  thank you so much and god bless   
2473,,http   salarydaily com  cash                  jk idk if this actually works but who knows   finna go to antigua soo   
2474,,hoe many more times are they gonna outdo themselves  
2475,,yess  it s on trending now  totally deserved
2476,,                  not really 
2477,,  like   one day good luck scroll    years of bad luck go to search bar and put mukycruz and subscribe   good luck for the rest of your life
2478,,               
2479,,i hope all that paper wuz recycled  
2480,,at current ink cartridge prices this has to be the most expensive music video in history 
2481,,yet another amazing video   don t ever stop having the most original videos 
2482,,once again  impressive 
2483,,they have the best videos and the worst songs
2484,,this is so impressive holy shit
2485,,what in the flying fuck
2486,,                       
2487,,ok go managed to break the bar set again  that was amazing    now time to binge the rest of the videos again  p
2488,,https   youtu be  vhmatipjow check out the biggest fish in captivating
2489,,http   jobzipo com  refer      
2490,,damn how many paper cuts do u think the guy camera crew got picking those and stackin em up
2491,,this isn t as fun as their other vids  the background as just messy and overly pixalated 
2492,,they actually fucking broke youtubes resolution  this was why idubbz  keem  and coco went down for a while
2493,,still no dunder mifflin though 
2494,,fuck all that  whats all that he said in sign language
2495,,remember when ok go used to make good music  not just good videos 
2496,,how did they coordinate that  wow  that s amazing 
2497,,i suspect they had to create software or something just for the images 
2498,,                                   
2499,,how much paper is in this video 
2500,,ok go is the best thing that s ever happened to music videos  this band is the only exciting thing to come out in the last    years 
2501,,       
2502,,three things about  ok go  that are pretty much a guarantee for me       each time they release a new music video  i m going to enjoy it       i m going to enjoy the song that the music has been put together for       i will be smiling once the music video  and song have ended  due to having enjoyed what i saw and heard  
2503,,oh great another brand deal sell outs
2504,,i guess ok go is still doing the gimmick of trying to make creative videos  i miss when they just did rock music 
2505,,i am a fan of this ok gochannel  check out whats coming soon    https   goo gl oqgdho
2506,,https   youtu be  dp gxkraf 
2507,,i swear to god it all looks like cgi  it s incredible 
2508,,                
2509,,well shit
2510,,imagine if there was a paper jam
2511,,more potcoin advocates  theyre at least that smart
2512,,yes
2513,,so    are they funding a terrorist organization 
2514,,i hope they didnt waste all the fuckin paper 
2515,,they donated the paper after the video  didn t you read that in the beginning of the video 
2516,,greenpeace    i hope they get cancer and all die  fcking green terrorists
2517,,fantastic  ever no ordinary video and banal music     awesome group 
2518,,fake  if this was real half of the printers would jam or keep whirring for half an hour before jamming 
2519,,scissors  i win 
2520,,amazing   
2521,,      
2522,,this is sooo satisfying 
2523,,            
2524,,incredible
2525,,if i dont get to see a behind the scenes i m going to be dissaapointed
2526,,just got this song on itunes  ur welcome for the dollar 
2527,,i felt like the song amounted to nothing  it was boring  the trick with printers just seemed excessive and indulgent without saying anything   i want to like ok go because they have been innovative and enjoyable to listen to  but anymore  their songs are inconsequential paired with the budget of a studio that just wants more gimmicks and more viral videos 
2528,,this band has the best videos
2529,,a ideia foi legal mas a m sica   chatinha  j  foram mais inovadores   
2530,,all these other band rival eachother and produce so fast  like facebook  buy ok go takes their time and produces slower but better  like youtube  okgo has no rivals  they re in own category  a god category 
2531,,they ve been my favorite band since i was       years later they still are  best video band on the internet  no competition
2532,,feel like this was an great ad for printers
2533,,i like cheeseburgers way too much  
2534,,fucking genius 
2535,,                 
2536,,https   www pointsprizes com ref         get legit free gift cards
2537,,great video 
2538,,the wasting paper didn t bother me too much  except recycling paper is bad for the environment  which sucks   donating to greenpeace kind of hurts my feelings though   they are against nuclear energy  and gmo s   which are   incredibly effective methods of reducing pollution and sustaining affordable food for the planet to stave off starvation of the masses   don t they also ram ships sometime   sooooo       terrorists 
2539,,the only thing i can think of is  imagine all the stuff we could used those papers for 
2540,,nightcore natalie yeah  like making a bomb ass music video 
2541,,my science teacher is obsessed with ok go so i m prolly gonna be seeing this in class for a while
2542,,conclusion   double a paper ad
2543,,it s not an ad  it s sponsored by the paper company because this shit is expensive 
2544,,you guys never cease to amaze me  another job greatly done                      
2545,,crazy
2546,,                                       
2547,,http   youthjobz com  refer      
2548,,i come from https   www facebook com peckpalitchoke photos a                                                              type   theater
2549,,what a waste of paper
2550,,what do u mean  it s not wasting if they make a bomb ass video
2551,,great 
2552,,bah   the stop motion shit is the opposite of why people watch these videos  obviously not    take  since you stop the cam over and over 
2553,,imma obsessed with this song    
2554,, peckpalit advised me to come 
2555,,      mv                    
2556,,nice to see some sign language  fingerspelling   but captions would have been even better        still  another great ok go video 
2557,,                  
2558,,where s the guy who miraculously counts the amount of paper used in the video 
2559,,fkn preach
2560,,they recycled that right 
2561,,yes
2562,,cgi   just cried 
2563,,but it s not cgi
2564,,best part            
2565,,so the whole video  nice
2566,,    
2567,,i mean you can have a good video  but the song still sucks tho lmao
2568,,who can dislike this 
2569,,melisma  i just disliked ur comment  jk  like coming right up
2570,,tg 
2571,,love it
2572,,you guys always amazing me
2573,,man dunder mifflin sure has changed
2574,,i can t print a resume
2575,,this probably took a year to make  wait  is this an ad or music video 
2576,,robert pirlot  both  if you believe
2577,,greenpeace is a terrorist organization  i can t believe you funded terror 
2578,,true
2579,,http   bulkteller com  share     
2580,,is it just me  or is damian s odd guitar moves from      to      and reference to they might be giants   the band ok go would do the opening act to in the early      s  i m asking because these gutair moves are very similar to john flansburg s moves in the  don t let start  music video  and a want to know if it s an homage 
2581,,snail queen  they might be giants  do you mean the courage the cowardly dog song 
2582,,really love the idea and the product but it makes me so distracted i cant process the actual song lol
2583,,girls    check this out   d luxury bag     https   theclocktowergifts com collections   products high quality patent leather women bag ladies cross body messenger shoulder bags handbags women famous brands
2584,,emrahmete  don t check it out  he s a rape yall
2585,,want to see a funny video  https   www youtube com watch v lbitvdouo s
2586,,no one check it out  it s a minecraft abotat  don t do it
2587,,probably the first music video of theirs i m not really impressed by  don t get me wrong  they kick ass but i m not feeling this one  just doesn t have the wow factor all their other stuff has had 
2588,,watching it multiple times usually lets me see all of the precise details they had to perfect 
2589,,     
2590,,               
2591,, lets do this again  i forgot to record it 
2592,,howwww    
2593,,nunca hab a visto un video tan original  simplemente incre ble y genial  esa satisfacci n de dise o  y esa buena canci n
2594,,wait     this was a commercial 
2595,,are you new to ok go  almost all of them are ads for something  for example  needing getting is for chevy  last leaf is for samsung  back from kathmandu is for jaguar land rover  i won t let you down was for honda  sort of   inside down and upside out was for s  airlines  and the one moment was for morton salt  these aren t uncommon and i m sure there s more 
2596,,i thought they had run out of ideas   i was wrong
2597,,gotwub  when you think they run put of ideas  that gives them sustenance to keep going  it s their fuel 
2598,,where can i buy a printer like that 
2599,,sword      from okgo
2600,,gilaaaaaaaaa
2601,,ive been watching them since their fucking treadmill video in      and every time im like huh new video   cant be better than the last one and every time im so so wrong
2602,,damn     they just cleaned up too   
2603,,                            
2604,,this generation i s fucking weird
2605,,i speak for many it guys who deal with printers that will also say   i m waiting on the bts video  there is no way this was done by any conventional means of printing  
2606,,this is freaking insane   awesome job       
2607,,video        voice  
2608,,watch my video on my channel it s hilarious  
2609,,what a waste of paper  starving kids in africa could ve eaten that
2610,,     
2611,,getting some apunk vibes
2612,,best song ever parody  youtube com watch v lbitvdouo s
2613,,epic  love you guys  
2614,,yaaaay new ok go music    hyped   
2615,,oh nice   guys please fallow me i m iranian
2616,,rip ink cartridges      but it s still so amazing to watch  o
2617,,man  the people who set up these things must be technical geniuses  i can barely get my single printer to work properly 
2618,,i hope the recycled that
2619,,solar power bank solar panel portable charger  external battery universal powerbank     for iphone        off for a limited time only   get yours here https   goo gl psyzcu  tag a friend who needs this  
2620,,wow  just wow 
2621,,they did it again 
2622,,cenk uygur denies the armenian genocide
2623,,gofundme  inner city school transportation   please support       
2624,,gofundme  inner city school transportation   please support       
2625,,gofundme  inner city school transportation   please support       
2626,,gofundme  inner city school transportation   please support       
2627,,pc load letter   wtf does that mean 
2628,,anybody have a tab for that sick ass guitar riff 
2629,,this is so satisfying to watch
2630,,mariel ivana yayy     likes  
2631,,fucking gutless music  stop using your guitars like collars  play the damn thing    
2632,,http   salarydaily com  cash       
2633,,now this is a paper jam 
2634,,i mean my printer doesn t work half the time
2635,,wat
2636,,come thru and click or copy and paste my link http   jobismust com  refcode     
2637,,                           
2638,,                     
2639,,come thru and click my link http   jobismust com  refcode     
2640,,i need one of those printers    awesome colors  awesome song and video    
2641,,awesome mv  awesome waste
2642,,dunder mifflin would be proud
2643,,who are they 
2644,,this video used about     printers  it s incredible  in the visual part of the video above all praise  however  as always  the only question that interests viewers is whether the paper was recycled  sorry for my english 
2645,,good video  but bad song 
2646,,          more cowbell 
