Label;Comment;;;;;
;How can so many have got it so wrong??;;;;;
;;;;;;
;This all really reflects poorly on Americans obsession with rich's and rich Peaple;;;;;
;we ll see...;;;;;
;"When my parents and I watched this when he was talking about Obama he was like ""Barack Obama you have failed this country , ";;;;;
;Wow.......America's fucked;;;;;
;I agree with the guy that said he will wait to see . If he can do what he said he will do,and then we elect another president like him ,given we benefit from it.;;;;;
;Im behind him all the way.I do however have one suggestion for Mr.Trump ,stay the hell off twitter with these back and forths with celebrities .lol.Also,despite the mess Bill clinton got himself into while running his term, most of America had a job.He was a courageous president that didnt take crap from anyone.;;;;;
; everyone so afraid of nuclear war.all i fear is surviving it.and i dont think any other country wants to go through it either . conventional war is far worse imo.;;;;;
;    what I really want is for my children to have the freedom of religion in school again and be able to recite the pledge of allegiance . instead of worrying if some musilim kid is going to be offended.;;;;;
;its their right to stay seated if the feel it neccesary;;;;;
;more sense coms out of my noz than his gob;;;;;
;May I ask a voting here? Will you welcome those refugees into america.Thumbs up if  you like them to come.Thumbs down if you do not;;;;;
;"One of the only things I genuinely disagreed with Obama about was his refusal to talk about ""Radical Islamic Terrorism."" , ";;;;;
;ah nu penting mah beuteung seubeuh , duit gableg loba ,  awewe geulis sakuriling aing teu dibaraju , mabok unggal poe , gawe ngan ukur hees , naon deui atuh , paduli saha presidenna oge;;;;;
;Trump is the chosen one for all the american. Historical 45th President  since 1945. We salute you. There is similarities with your Trump and our President Duterte which is The Two Rules: For the people and for the country. Same with the Holy Bible Two very important command of GOD: For the Love of GOD & For the Love of People. But we are on the final century, how can you love people if the man is already a Demon!!! Trump & The Rule of LAW solid support to the benefits of all American people!;;;;;
;now lets see if the trumpf regime even makes it to the summer. 3-0 ninth circuit ruling, Flynn's gone, puzder's out, signs of contact with the russians going back before he took office yikes... rocky start;;;;;
;11:35 there is even a arab trump sopportee yay;;;;;
;the world's about to start all because of you all have a vote for Donald Trump;;;;;
;Way to get all of these kidz from twitter Mr Trump.;;;;;
;We'll make a bar in rural Connecticut called the Brown Lady.;;;;;
;#BLACKSFORTRUMP GREAT SPEECH N IM TIRD OF SEEING THESE MAD ASS CLINTON SUPPORTERS;;;;;
;3 weeks in office and already fat neck deep in corruption, treason and incompetence. He might just dethrone nixon as the most hated american president in history.;;;;;
;I just can't forget this moment, felt so happy.;;;;;
;I WISH HES NAME WAS DONALD DUCK;;;;;
;America had slaves! Trump is a meaniehead!;;;;;
;And you're what, 4?;;;;;
;I'm getting a whiff  of Germany 1933. So what s changed virtual all large American/European electronics, steel and fabrication business our manufactured in good  great democracy of China  or the far east well done corporate  USA/Europe  . All you need to do is look at where a item has been manufactured. Its the American/European corporate greed  that has ruined its own and they do not  give a f***. profit profit for the few. ;;;;;
;Long live the good old US of A  and good Luck. ;;;;;
;p.s;;;;;
;Americans check  ( you need to know  the truth )the foreign direct investment in American Companies and Banks you thought Obama Carer was socialist you have not got a clue America is owned and in colossal debt to one particular country (China) oh dear corporate America  has sold its own down the river.   A rely nice  example Social Darwinism.;;;;;
;Great speech!!!!!!;;;;;
;Impeach the trash Donald thrump today;;;;;
;so much winning...;;;;;
;Already Trump is the greatest President ever!;;;;;
;President Trump is the right President for an Ethiopian dictators. I am so happy.He won.Thank God !!!;;;;;
;Trump Nation;;;;;
;No Its a federal reserve nation. in fact the world is one giant Indian reservation. (Russell Means);;;;;
;To all people worldwide: spiritual, religious, meditative - all people of good will. I think to ridicule D. Trump is not a blissful attitude and to fight might lead to more fighting... So I would like to introduce the idea of COLLATERAL ENLIGHTENMENT: please meditate and pray for the peace, bliss and joy of all beings, but especially for D. Trump, that he may be a Blessing to the world and not a ...;;;;;
;Trump sure talks a lot. Got a pounding headache just by watching the first 5 minutes.;;;;;
;What the F[|< are you talking about?;;;;;
;so this is how liberty dies with thunderous applause;;;;;
;miserable moron who will be soon impeached;;;;;
;why does chuck Schumer look like the scrooge? ;;;;;
;Quite an exciting speech;;;;;
;I will watch this speech each time I forget what he stands for.;;;;;
;Mr. President, do what you have to do to make America great again. Obama abused the executive orders, and through his tyranny caused chaos all throughout the land. Now's that you're in office you can, and have been, using the power of the executive orders to reverse the damage. Drain the swamp, Mr. President. Control our borders and stop these 3rd world immigrants from flooding in and displacing the whites. It's time to make America great again! Do It Right! Make America White!;;;;;
;it s best do world people thanks chif.,;;;;;
;I found this speech inconsequential.;;;;;
;This guy embodies the American dream. If he can make it, anyone can!;;;;;
;Where is the word Humble;;;;;
;The greatest President. Martyrdom will only make him and his American ideals more widespread;;;;;
;Exposing his insanity will EDUCATE you how and why you're wrong.;;;;;
;;;;;;
;Truth isn't found in the bible nor on extremist alt-right radio. Truth is found through cooperation, not isolation, and the lies you've been led to believe will ruin you and America all while you mindlessly follow the right claiming it's all the left's fault.;;;;;
;Let's see how America's first orange president does;;;;;
;Let's not, and impeach him asap.;;;;;
;not even one month into his presidency, and now everyone hates him, everyone;;;;;
;He's censoring the media and government appointed scientists. He's unconstitutional and needs to be impeached.;;;;;
;IMPEACH THIS NAZI;;;;;
;"The word ""Nazi"" is always the quickest way to reveal a lack of credibility , ";;;;;
;Rot in Hell Trump you fuck! Die you fascists cock sucking Trump supporters from hell. Eat shit, suck a donkeys green cock and die you fucks. may you fascists GOP right wing fucks eat so much shit you puke and die you fucks. god damn it. you fucks!!!!!;;;;;
;fuck him;;;;;
;At first I was disappointed Trump became president but after only seeing him take action already as president and going by his every word, I am so happy and grateful Trump won the presidency and became our president. He's saving America's jobs and economy. Businesses have been laying off Americans to give jobs to foreigners that at 3 times cheaper. It is nearly impossible for the people laid off to even get hired by another company. Trump is now going to change that where foreigners must be paid at least a certain amount in order to work. This means there will no longer be layoffs and Americans can keep their jobs. And my mom who is one of the few people in her work who hasn't been laid off, can keep her job or even find job opportunities. Thank you Trump for saving America and making it great again! (:;;;;;
;"What he proposes will strengthen the dollar, raise prices, and the fact you keep your ""higher"" paying job will wind up being a wash.";;;;;
;;;;;;
;More importantly, he's a thin skinned psycopath with access to the nuclear launch codes. We're all going to f*cking die, Melissa.;;;;;
;why did all the guys in uniform come down and stand behind him, then leave?;;;;;
;Disorganization from top to bottom. No one knows what they're doing in this administration;;;;;
;oh my god the president of the united States wants to look out for US interests before anything else... what a racist!;;;;;
;Ger Vas did you even read the tax code? It cuts everyones taxes;;;;;
;I'll have two number 9's, a number 9 large, a number 6 with extra dip, a;;;;;
; number 7, two number 45's, one with cheese, and a large soda. oops this isnt mcdonlads is it.;;;;;
;"Historic: The first orange ""president"" followed by the first black President of the United States.  orange is the new Black. , ";;;;;
;Trump;;;;;
;Haha he quoted batman ;) (giving it back to you the people) that's funny;;;;
;this isn't funny;;;;;
;F Trump;;;;;
;Obama sitting smugly watching, that evil piece of shit!;;;;;
;SPLENDID DISPLAY OF THE BEAUTY OF DEMOCRACY. USA THE SHINING EXAMPLE. GOD BLESS USA AND THE PRESIDENT D. J TRUMP;;;;;
;his thin skinned twitter fingers are going to blow up the entire earth.;;;;;
;Did he really steal quavo line? ;;;;;
;Socialism must be the path to a more democratic and more prosperous America !;;;;;
;omg.... who voted this white nigger to the highest office in the land.... this white coon is nothing more than a twitter thug;;;;;
;I just don't want him to build a wall the Mexicans got all the bad bitches !;;;;;
;no;;;;;
;I personally hate Trump. But, I do agree on why he's banning some Muslim countries. Who the fuck cares if there are millions of innocent Muslims, if it means we'll be safe, let's take that risk.;;;;;
;Since you asked, here's why:;;;;;
;;;;;;
;"#1 Terrorism isn't a significant threat. Of the 20,000 dead worldwide from terrorism, 18,000 of those dead bodies are ""muslims killing other muslims"" NOT US. So far, none of those sand ******* have managed to nuke the other, so it isn't likely they'd get one and use it on us. They'd use it on each other first, and they haven't.";;;;;
;"#2 If you actually cared about STOPPING terrorism, then ""strengthening ties with the MAJORITY NON-EXTREMIST Muslims"" should be #1 on your list. They're the ones who most accurately can tell you who, where, and when the next attack will happen and BANNING THEM is a middle finger up their (currently non extremist) sphincter.";;;;;
;"#3 Fake news exists because sensationalism sells. No news is good news, and if the world is mostly at peace, they have to make molehills look like mountains. World War II killed 1 out of every 300 Americans. Consistently, this ""war"" with Islam has killed 1 out of every 1,000,000 Americans. That's 1000 times less, Night. Don't believe the perspective presented by any news organization anywhere. Do the research yourself and find the truth of just how ""dangerous"" terrorists really are. , ";;;;;
;lol obama's face...'IT'S HAPPENING';;;;;
;look my viedo;;;;;
;and as he said all this he has allowed Muslims from countries whose citizens have come to our soil and killed our citizens come here, and banned true educated refugees. He put Goldman Sachs and billionaires and millionaires in cabinet positions, has pissed of China Australia and the entire world, and we are about to go to war with Iran.;;;;;
;;;;;;
;good job republicans...you went full retard again like you did with bush;;;;;
;worse than bush. drumpflethinskin will use nukes and goodbye Earth.;;;;;
;he has small hands;;;;;
;This is so hard to sit through....;;;;;
;This president will bring the US to its knees. And it kills me though I am European.;;;;;
;it's worse. He's going to take the rest of the world with him.;;;;;
;idc who the president is im about making money not crying;;;;;
;Does anyone notice that Trump is the only incoming president since Nixon to not thank his predecessor for his service to the country in his inaugural address?  He only thanked Obama for the transition, not for his presidency.  Not only that, he basically dissed (indirectly) his predecessors and accused them of serving themselves rather than the country.  Starting with Carter, every single incoming president has publicly thanked their predecessor in their inaugural address for their service regardless of whether the previous president was of the same political party except Trump.  All the former presidents watching must be bristling inside at the uncouth, classless Trump standing where they once stood.;;;;;
;No, they are probably thinking how much worse of a self-serving you know what he is going to be.  Just watch, he is going to rob this country blind like no one before him.  But, first he will start a war.;;;;;
;THEY SHOULD MAKE ILLEGAL IMMIGRANTS WHO COME HERE TO U.S TAKE AN ACCURATE LIE DETECTOR TEST TO MAKE SURE THEY ARE NOT TERRORISTS.;;;;;
;Trump;;;;;
;Trump made a great speech, I really hope he does make America great again. I am not a Trump supporter but I couldn't down vote the video, I really hope he is a decent president. I thought he was very Hitleresk here with the enthusiastic hand movements though... I feel sorry for Obama having to sit through this.;;;;;
;"Do you notice that Trump is the first president since Nixon to not thank his predecessor for his service to the country during his inaugural address?  Starting with Carter, every incoming president has thanked their predecessor for their service in their inaugural address regardless of whether the previous president of the same party.  Trump only thanked Obama for the transition, not for his presidency.  I feel sorry for Obama indeed.  His overall message was also very fascist.  ""We are one Nation, and their pain is our pain, their dreams are our dreams, and their success will be our success. We share one heart, one home, and one glorious destiny. "" ""At the bedrock of our politics will be a total allegiance to the United States of America, and through our loyalty to our country, we will rediscover our loyalty to each other. When you open your heart to patriotism, there is no room for prejudice."" ""whether we are Black or Brown or White, we all bleed the same red blood of patriots, we all enjoy the same glorious freedoms, and we all salute the same great American flag. ""  It all seems positive on the surface but I can't help but be a little creeped out because he really does sound like Hitler or Mussolini at times minus Hitler's antisemitism.  And he basically talked in circles the whole time.  I find all of Trump's speeches to be very shallow, insubstantial, vague, and badly written in general.  He writes like a middle schooler with very simple sentences, limited vocabulary, and clunky, ungainly syntax.  His speeches also generally have very little substance for their length.  George W. Bush (a notoriously poor speaker himsef) sounds like a polished pro compared to Trump.  I actually believe he wrote this speech himself because of how bad it is.  If Bannon and Miller wrote this, they should be ashamed because they are supposed to be professional writers. , ";;;;;
;fuck Donald trump he could go suck a dick bitch ;;;;;
;Why is this orange racist, homophobic, sexist, Muslim hating, thing in the White House;;;;;
;what got my Attention;" his use of word ""CREATOR "" .. (anyone else?.. my ";;;;
;explanation CREATOR or.. ;;;;;
;https://www.facebook.com/notes/michael-brett-baker/creator-or-god-dog-of-dualism/1388312684522417..;;;;;
; God-dog Of Dualism ?;;;;;
;Skip to 6:35;;;;;
;He plagiarizes the bee movie;;;;;
;I wish good luck for the new Mister President. Not beacause I'm agree with all what he told he's coming for, neither for his politic (very extremist for me)  but for America, for American, for the peace in this continent, for (maybe) peace in the world. I say that and I'm unfortunately sure that no president would be able to reach his promises... love America ;;;;;
;Donald jay trump;;;;;
;I think Donald gay trump;;;;;
;RIP America;;;;;
;You have fucked yourselves up ;;;;;
;Good luck, because your gonna need it;;;;;
;Go back to Toronto you sheep.;;;;;
;Hot damn watching this after everything that's happened in the 3 weeks since he got into office, I can't help but feel inspired and optimistic about the future. Trump's making good on his words and making changes. Let's work together to make America great again!;;;;;
;So does this mean my school will stop being ghetto and get new supples? my mom will stop getting paid minimum wage for the hardwork she puts into her job everyday?;;;;;
;Blabla bla bla bla bla;;;;;
;Of course he gets a golf clap.;;;;;
;Zieg Trump. Expect those stars to be replaced with swastikas in a few months. This is no longer a country, but a reality TV show/roast. Never my 'President.';;;;;
;All I can focus on is the annoying hand gestures he makes.;;;;;
;This is such an inspiring address. Honest, not sugar coated but also hopeful & makes it clear that our new POTUS is committed to protecting us and putting an end to a government that ignores its people to suit their own interests;;;;;
;@Wesker JHG....the rest of the world can laugh. Sure Trump is brass and combative BUT he is doing what the American people have wanted their politicians to do for a long time-Stop being taken advantage off and concentrate on America. Here are some REAL Facts-not alternative-The USA is the most insulated economy in the world. Only 4% of our GDP is from international trade. We are self sufficient-PERIOD! We have food, natural resources, energy, defenses...we don't need the world. Americans know that-but REALITY is that this is a global economy for products now BECAUSE of the system the USA setup and guaranteed. SO oil is priced in a global market-even if we have as much as Saudi Arabia-a spike would occur short term until markets in the US adjusts. But we have to start thinking of costs. Can we afford to spend on this world order ....where every country benefits and neglect our own -NO. What country can do that and survive. Then on top of that we get called bullies, imperialists, ignorant....let another country take the mantle and lead....Let another country foot the bill....WE COMING HOME! Hey Canada...you listening;;;;;
;hope him to deliver;;;;;
;02:18;;;;;
;Idiot Trump threat to all the world.;;;;;
;Trump is a threat to no one;;;;;
;"So this is the notorious ""Hitler"" talk that leftists liberals complain about? :p , ";;;;;
;thought he was bout to get assassinated 1:45;;;;;
;This is a really funny Alec Baldwin skit. Good joke, SNL!;;;;;
;Gracias DIOS por darnos ste Gobierno;;;;;
; aqul que gobernar  de acuerdo;;;;;
;a su voluntad;;;;;
;I'm here representing Bullshit Detectors, LLC.! Now I don't want to pry, but I noticed many of you fine, honest folk have broken bullshit detectors. For a limited time only, I am offering to repair your broken bullshit detectors for a small, one-time fee of waking the fuck up. How do you know if your bullshit detector has malfunctioned, you ask? One easy way to test your bullshit detector is to listen to the President speak for 30 seconds (incidentally, this also works for Hillary!). If bullshit alarms are NOT sounding clear and loud in your head, your bullshit detector may be broken. ;;;;;
;;;;;;
;My good people: Do not be ashamed if your bullshit detector breaks. It happens, and many just need a bit of a tune-up. If you're doubting your ability to detect bullshit even the slightest, may I please have you line up in the comments below. The benefits of a properly calibrated bullshit detector cannot be understated!;;;;;
;He had about 70 years and lots of money to run for office or to make a difference in neighborhoods. Where was Donald Trump for 70 years and what was he doing, you idiots? Hello! He's a liar. Duh.;;;;;
;I feel sorry for those fools. That speech was horrible and so is he. What about that man's attitude is trustworthy and not fake? He is fake as shit. What is wrong with some people, brain damage?;;;;;
;Youtube Comment I'm open minded as hell, but I'm not an idiot. There's a difference. Like I said there's plenty of dirt on everyone. I don't trust everything I see on the internet, unlike you seem to. I suppose you go to CNN.com for your information?;;;;;
;STAND WITH TRUMP;;;;;
;I'm glad Trump talks about how politicians have been profiting and the people have not.  America has been an oligarchy for a long time.  Even if he isn't necessarily going to be different, at least it's being said.;;;;;
;9:11 that man in the audience is like: 'I, don't seem to like this guys'!!! lol;;;;;
;Well, he did won a razzie one time!!! Worst Supporting Actor!!!;;;;;
;for too long a small group in Gotham city has reaped the rewards of government while people have borne the cost. The power, we are giving it back to you, the people. No longer shall the Batman get in the way of your affairs, Gotham is yours... none shall interfere, do as you please.;;;;;
;arturoicetre Im sure a guy who cares about comic books is the most knowledgeable source on politics;;;;;
;R.I.P America;;;;;
;Whenua Witana no...america is doing fine;;;;;
;This speech, along with recently hearing the views of Alex Jones, have made me reconsider my position towards D.J Trump.;;;;;
;;;;;;
;I am from Australia and want nothing more than world peace and equality. For some strange reason I am starting to feel that DJ Trump may take us closer towards this than I ever expected.;;;;;
;;;;;;
;1love;;;;;
;Just because someone disliked the video doesn't mean that they're a Clinton supporter, they could've just not liked trump or Clinton. it was a hard decision.;;;;;
;Let him who has ears to hear realize we are in the presence of greatness, a flowed individual who is wise, intelligent, courageous, successful and a patriot. We have a true man who is NOT a politician, he's not run to steal your money, to make deals with the NWO, to make friends. He has become President to work for the American patriot, for the American idiot who believes things can't change.  He is my hero and he has been working non-stop to bring recovery to my land, and to keep it free, and therefore I am with him every step of the way. We win with President Trump and we'll keep on winning. Trump Triumph.;;;;;
;we need people like Trump in europe. Italy is a mess....a country totally invaded by africans...gipsy....arabians...And they are violents...but media and tv show lies about Trump. all media and fucking idiots want Killary....Obama creates isis...remember this....;;;;;
;Fuck u trumps an fuck ur mother;;;;;
;We will follow, but people experienced with really living ones life can not follow just anything, we need obvious signs of positivity and friendship which such talk does not expose but threatens with military and such... not too much positive Also God can not change this since we believe in same. It will need to be your actions showing something smart done Mr. Trump! And not to forget, say hello to Melanija Knavs who tried the same hospital one year before my birth,.. on Defranceschijeva Ulica... ;) Wish You all best and please listen to your heart and history might appreciate your doing ;);;;
;even idea of rebuilding the country is great, but America never had been such for a small person. It's easy to halucinate with stolen millions in pocket never having honest relation with opposite sex and not to talk endlessly, it's simply a populistic talk on anything that sounds good to fanaticized believers which never leads to prosperacy but to trouble as history has proven but burger smartphone generation doesnt know anymore;;;;;
;it's an insult in fact on beginning already for Obama by 'giving powers back to people' it simply is stupid saying when excluding people at same time by 'presidential orders' and other childish behaviour,hope his family can cultivate such behaviour,...;;;;;
;Wtf he breaths like a cow;;;;;
;Look at what he's already gotten done.;;;;;
;I'm from the UK and I'd vote Trump in over here if I could;;;;;
;Trump is a racist clown!;;;;;
;Antonia Tejeda Barros Racist how? because he wants to deport people that came here illegally? yup totally makes him racist for wanting to enforce laws. dumbass;;;;;
;Crowd count: Obama 2009: 1,800,000 people / Trump: around 600,000 people;;;;;
;Antonia Tejeda Barros and your point is lol?;;;;;
;Now is Donald Trump your president. It is your fault! You chose him as president!;;;;;
;Seor Trump, can I climb over the wall, por favor?;;;;;
;Even though I am only 17 and really don't have much of a voice I can say that I am the future in America and I don't want to see it controlled by radical muslims who's faith declare that I (being a Christian) am an infidel who deserved to die, and I think that if u are a Muslim refugee coming into this country LEARN TO ACTUALLY CONFORM TO OUR WAYS, YOU COME INTO THIS COUNTRY AND TRY TO HAVE SHARIA LAW, SO IF YOU WANT YOUR SHARIA LAW SO BAD STAY IN THE MIDDLE EAST, OR U CAN ASSIMILATE INTO THE AMERICAN WAYS AND LEARN ENGLISH BECAUSE I WOULD LIKE AMERICA TO STAY AMERICA;;;;;
;The United States will be #1 again, and all we have to do is thank President Trump for it!!!;;;;;
;Trump your a ass. In office just 2 weeks & start all kind's of shit by pissing of a bunch of people & other country's & gee you have the lowest new President so dude your not popular as you think you are. Big ego & a big mouth. Russell Wilson QB for the Seattle Sea Hawks doesn't think you will last 4 years. Your a ass hole;;;;;
;Dave Robinson I don't give a crap what Russell Wilson has to say.;;;;;
;Here for an essay who else? its 9:35 pm :(;;;;;
;Best speech ever. Praise Kek. May God bless America.;;;;;
;This man is religious he'll be a great leader and I'll be proud to have him as my leader for my whole Family;;;;;
;Get the Lowdown on the Trump Inauguration: https://medium.com/lowdown/trump-inauguration-c5e9c34ac25c#.gzyxke2zj;;;;;
;he's a idiot ;;;;;
;You're a faggott.;;;;;
;Another silluminati puppet. Albeit more high ranking. Look at those hand signals. Read, don't listen to my voice fellow satanist look at my hand jestures. I am lying. Oh, but diferent tactics this time. Side with the truth seekers to give a little truth out in plain sight. They are losing the war because we know who he is!;;;;;
;this is the America without the mask ..;;;;;
;theres not a singled colored person in the crowd;;;;;
;colour isnt important idiot, and yes there was..you dont know whether htose people might me mixed or not,so shutup;;;;;
;Was the #notmypresident trending again?;;;;;
;the goldfish of pre-teens never had a chance and the new kid smells like falafel;;;;;
;YOU KNOW THE EXECUTIVE ORDER IS FOR BANNING TRAVEL, A TRAVEL BAN. WHO THE FUCK AUTHORIZED FOR 2 MUSLIMS TO RELINQUISH, TAKE AWAY THEIR LEGAL IMMIGRATION STATUS. I DON'T THINK THAT'S IN THE EXECUTIVE ORDER WHICH IS ONLY FOR TRAVEL BAN.;;;;;
;THEY EVEN TRIED TO FORCE THEM TO SIGN A FORM TO TAKE AWAY, FORFEIT THEY'RE GREEN CARDS. WHO AUTHORIZED THAT? THEY NEED TO INVESTIGATE WHO AUTHORIZED THAT? IF IT COMES STRAIGHT FROM POTUS, HE NEEDS TO BE HELD ACCOUNTABLE FOR THAT PERHAPS AN IMPEACHMENT. NOW THOSE 2 LEGAL YEMENIS FILED A LAWSUIT IN WHICH THEY'LL PROBABLY WIN THE CASE.;;;;;
;So let me get this straight. Former President Obama wanted to give us the affordable care act, and the right said, not with my taxes. Former President Obama also tried to give us a National High speed rail system, and the right said, not with my taxes. Don wants the build a wall on our southern border, a wall he promised Mexico would pay for, but now we are footing the bill, and The Right doesnt say two freaking words. Are you serious? A wall over healthcare, education and transportation ? How do you people look at yourselves in the mirror?;;;;;
;Obama passed the ACA without a single republican vote. Y'all could've passed whatever you wanted, even gun control. But the Nobel peace prize winner was too busy bombing 5 countries. How do you sleep at night?;;;;;
;I HATE TRUMP ALOT please like this c:;;;;;
;49056745;;;;;
;Dance;;;;;
;I FUCKING HATE TRUMP DANGIT DUDE NOOOOOO ugh i hate trump ALOT HE IS ABSOULUTE SHIT DANGIT MAN I WOULD STAB HIS BITCH ASS WHAT DUMBASS TRUMP GET A GOD DAMN LIFE TRUMP ASSHOLE;;;;;
;49056745 then don't watch him;;;;;
;I came in my pants;;;;;
;Mr. President Donald J. Trump is legally elected president of U.S.A and you need to respect him. Like you or not. You are always insulting this old man for nothing, because someone tells you to do it. You are crazies, not him. Where is your elementary culture, americans. Youre biting him like mad dogs and dont even know for what. Give him a little time for adaptation, make America great again together with Trump. Like you or not.;;;;;
;If Mr. Vladimir Putin Hed anytime Your conception, Asia never had been, where is now. Please, Mr. President of the United States of America, try to explain conceptionabol for anothter Presedent, what is much more important for HUMANITY, for our saves and braves! Thank You, God bless You and help to realise all, for Our Earth. And please, don' forget the old EUROPE, a wanderful place , Your live has begined here, and here, in EUROPE, save' and thanks, million thanks for Every Peapople, building, saving and helping each-other. Ergo: Europe meridges some helps from You, and we never had need other nations, from Asia .... Vladimir Putyin in mi eyes is never-more a trustie man. Shame on him, what hi was doing Years and years? And Why in Asia Human beengs have not a peacefool place, wher they can live, work and do evrything for their childrens, for the Feauther of .... Nut for me, for all  humanity.... I wander, the russian president , who never had done eny humanly for Europa, than he has no just to do anything agenst us. Thank You for ride my lether, God bless You!;;;;;
;https://soundcloud.com/musicbykemet/sets/halftime;;;;;
;Still more likes than dislikes, surprised actually lol;;;;;
;#LucaSecond;;;;;
;this man will destroy America;;;;;
;Says the illegal immigrant and isis loving liberal retard;;;;;
;People will follow a turd; if it is a charismatic turd.;;;;
;Is that why people voted for Obama?;;;;;
;Very nice speech.Trump's speech sort of resembles that of Dr. Martin Luther King; The Preamble to the Constitution. Mixed with making America great again;;;;
;"He's a scared little child jumping at shadows. Islamic terrorism isn't a significant threat to us or anyone else. Immigrants enrich America, bringing DOWN crime and doing jobs you frankly wouldn't want to. He's not going to get Mexico to pay for that wall, and trying to is going to spark a trade war with our (current, soon to be ex-) strong trade partner Mexico. drumpflethinskin is going to pee his pants when someone says ""boo"" and then he'll nuke them with drool being wiped from his 70 year old face. , ";;;;;
;greetings from the Philippines. pls send back all illigal Mexicans I'm scared of them there everywhere ;;;;;
;get ready get ready get ready;;;;;
;Yikes. Such doo doo;;;;;
;Make America Great Again!;;;;;
;Election 2020 prediction:;;;;;
;Trump is impeached, Mike Pence is sworn in, carries on a succesful presidncy, challenges Michelle Obama. Wins by a small margin.;;;;;
;Why do people hate this man? He's real. One of the realest men I have ever watched. He's not here to bamboozle us. He didnt get into office trying to care for his own affairs.  He put his life on the line for what he wanted to heal. In the 80s he saved NYC. In the 2010s he will save us from the shitshow that his predecessors have put us in. God bless America. God bless Trump.;;;;;
;I completely agree it sickens me how much the media villafies him and I think he has actually been a pretty good president as over a million new jobs have been created under his presidency and Americans are seeing higher paychecks and growing confidence in the economy.;;;;;
;Be mad go to your safe place Obama made you need but now we have a no bullshit straight forward man in the White House;;;;;
;draining the swamp by filling it with billionaires is straight talk?;;;;;
;Martin Luther king had a dreamDonald trump wants to make America great again this is interesting;;;;;
;wheres all the black people in the crowd?;;;;;
;nowhere;;;;;
;GOD BLESS PRESIDENT TRUMP!!! Gods on Trumps side! Thank you Trump for never giving up on us! Its about time we have a real man in office. Make America Great Again!!;;;;;
;You are over complicating everything once again. All the answers are simple to your questions, just think what someone would do to get jobs? Bring jobs back to America, stop business from leaving. Strong military? more men, more equipment, better training etc. Isis has to be destroyed, and they should be feared by us. Isis was created and strengthened under Obama. Boarder control? a huge wall to keep illegals with drugs and bad intentions from coming in and hurting our country.And there is going to be a big beautiful door to that wall, so people can comein the right way. Do you have a door to your home, guarded up with walls or do you keep your door wide open for anyone to just walk rightin? of course you must have walls protecting your home right?you couldn't call your place of living a home with out walls, right? think about it Arthur, its not all that complicated. Everything is going to be okay, Trump is going to take very, veryyyygood care of you!;;;;;
;The joke has gone to far;;;;;
;All you parasites better move to Canada now like u promised but no now ur just looting and throwing rocks and being racist... I would tell Canada to build a wall butt yous aint goin no were ur to broke welfare supports 90% of u parasites ur just gonna stay here and bitch...News flash u can bitch till the cows come home and Trump will still be the president...Or wait u just say he's not ur president but yet u cry about him...I thought he wasn't ur president..Fuckin waste of sperm parasites...;;;;;
;It is good to see a bright smile and full joy from all people. Happy in this alone though he never considered foreigners.;;;;;
;Thank god for trump! he is a hero just waiting to be embraced, he is the person that can bring america back to it's former glory after it was ruined by corrupt shitbags, such as clinton, bush, and finally the obamas!;;;;;
;;;;;;
;The obama administration is the biggest fucking travesty we ever had in this country's history, bush fucked over the country in more ways than one and made it a big joke to the rest of the world, and obama made it a standard and continued to fuck us over until the end of his term, finally the suffering under nobama has come to an screehing halt!! Obama has done nothing but put more innocent people at war, screw over iran, made healthcare too fucking expensive and limited, and did nothing to lessen the massacres and violence we have in this country, what a massive buffoon, thank the fucking gods that scumbag is gone forever, i hope to god that bitch michelle doesn't run as president, considering how much of a failure Obama's presidency is, i don't care what the color of his skin is, he is a joke and michelle is, too I am ashamed to suffer under such garbage!!;;;;;
;;;;;;
;Trump has the potential to turn this land around for the best, the people that support obama over trump are dumb sheep that do not know any better. God bless Trump, and Fuck the Obamas! And also, Clintons for prison!;;;;;
;#fuckobama #godblesstrump #trumpthehero;;;;;
;it was just announced today that job growth in the usa had a very large increase for January.  thank you former president Obama. more job growth under your term. a nice way to leave office along with the high approval rating. Trumpanzee will try to take credit for the job growth even though he was in office for only 11 days.;;;;;
;"I prefer calling him ""drumpflethinskin"" and NEVER capitalize. , ";;;;;
;Wow is mentioning God;;;;;
;Fuck trump !;;;;;
;Valenmira Gilstova Go Trump !;;;;;
;Down with all haters, all Trump haters. Whether is Americans or not. Sweden rules together with Trump's USA from now. Ben, Sweden.;;;;;
;I wanna pee in your mouth...;;;;;
;kinky;;;;;
;trump does have a faggot lips when he speaks;;;;;
;Disgrace. Shame. Disgust. Dishonor. The GOP sold out to a Russia loving traitor.;;;;;
;No. Kill-ary LOST !!!;;;;;
;I hope this man doesn't get assassinated.. I really think he's gonna do GOOD for the entire world not just USA.. fuck the Bilderberg Group  fuck the Bohemian Grove and fuck all those fucking pedofiles at the top !;;;;;
;I hope he gets impeached.;;;;;
;I feel so sorry for you Americans. The hole world feels sorry for America. ;;;;;
;How can you believe all the BS this stupid moron, you elected president, tells you? ;;;;;
;Are you all really that stupid? ;;;;;
;Are you all really so small minded?;;;;;
;Well, it looks like it.;;;;;
;It will take decades to repair all the damage this guy will do and not only in your country but all over the  world.;;;;;
;Better wake up now then regret later.;;;;;
;And you will regret it, believe me!;;;;;
